head,tail,label,predict
Q7738101,Q1304686,performer,performer
Q300968,Q131324,performer,performer
Q5528030,Q213495,performer,performer
Q1411340,Q108666,performer,performer
Q880282,Q484255,performer,performer
Q2609005,Q485811,performer,performer
Q961258,Q5383,performer,NA
Q19627506,Q2760347,performer,performer
Q3932990,Q485625,performer,performer
Q7760315,Q542367,performer,NA
Q22075230,Q952176,performer,performer
Q2469978,Q232193,performer,NA
Q3013406,Q1157004,performer,performer
Q40507,Q705382,performer,performer
Q6412153,Q310582,performer,performer
Q2918494,Q551576,performer,performer
Q2260376,Q126826,performer,performer
Q8057242,Q2117272,performer,performer
Q4727015,Q206939,performer,performer
Q2201167,Q234161,performer,performer
Q2643090,Q508236,performer,performer
Q1937203,Q312173,performer,NA
Q2063885,Q559430,performer,performer
Q734156,Q569003,performer,performer
Q4929452,Q1431109,performer,performer
Q7332194,Q303207,performer,NA
Q813449,Q41594,performer,performer
Q24001245,Q44190,performer,performer
Q9024525,Q1070743,performer,performer
Q550550,Q2306,performer,performer
Q7409772,Q229749,performer,performer
Q951898,Q188464,performer,performer
Q6675969,Q954997,performer,performer
Q7805454,Q183048,performer,performer
Q923750,Q727736,performer,NA
Q2005341,Q206364,performer,NA
Q5716218,Q589248,performer,performer
Q8058152,Q308816,performer,NA
Q567786,Q484427,performer,performer
Q841162,Q34424,performer,performer
Q979584,Q907445,performer,performer
Q27979,Q146027,performer,performer
Q5418134,Q6837300,performer,performer
Q1061660,Q1052139,performer,NA
Q6316247,Q425772,performer,performer
Q3307250,Q613022,performer,performer
Q7951795,Q311157,performer,performer
Q22910259,Q291573,performer,performer
Q126149,Q4636,performer,performer
Q5242838,Q1049555,performer,performer
Q5223225,Q15935,performer,NA
Q7768953,Q2410071,performer,performer
Q7742631,Q316029,performer,performer
Q540744,Q8298,performer,performer
Q1195366,Q179767,performer,performer
Q951317,Q40026,performer,NA
Q18613,Q18557,performer,performer
Q2806345,Q1799428,performer,NA
Q17011232,Q44780,performer,NA
Q19627479,Q16728588,performer,performer
Q542870,Q858880,performer,performer
Q3279303,Q211528,performer,performer
Q1449702,Q5085501,performer,NA
Q1418935,Q1299,performer,performer
Q16997099,Q2910458,performer,performer
Q4791017,Q6679987,performer,performer
Q39057915,Q18733030,performer,performer
Q1163910,Q484885,performer,performer
Q4952512,Q1526312,performer,performer
Q10387603,Q1436647,performer,performer
Q7203048,Q310749,performer,NA
Q4929852,Q464246,performer,performer
Q10588988,Q271874,performer,performer
Q7312387,Q2118895,performer,performer
Q6690595,Q36290,performer,performer
Q1535296,Q233937,performer,NA
Q6897594,Q466193,performer,performer
Q3283080,Q235066,performer,performer
Q3999885,Q34424,performer,performer
Q3485758,Q483253,performer,performer
Q1462707,Q16202598,performer,NA
Q2302499,Q106648,performer,NA
Q738747,Q37175,performer,performer
Q2532967,Q1120697,performer,performer
Q645342,Q162202,performer,performer
Q1028230,Q229453,performer,performer
Q2090054,Q22151,performer,NA
Q9012518,Q1299,performer,performer
Q7992574,Q320264,performer,performer
Q723386,Q11036,performer,NA
Q5142236,Q142636,performer,NA
Q973882,Q152929,performer,NA
Q1983924,Q485625,performer,performer
Q16960235,Q449627,performer,performer
Q2483424,Q188407,performer,performer
Q3278906,Q1136388,performer,performer
Q6510599,Q348906,performer,performer
Q47008340,Q16845512,performer,performer
Q2573111,Q184249,performer,performer
Q5037582,Q377747,performer,performer
Q651216,Q483203,performer,performer
Q7582211,Q3809608,performer,performer
Q3761456,Q125121,performer,performer
Q20667994,Q815849,performer,performer
Q558969,Q5383,performer,performer
Q520069,Q294812,performer,performer
Q5463223,Q1475990,performer,performer
Q7067743,Q6543632,performer,performer
Q240211,Q11036,performer,performer
Q2580421,Q927484,performer,NA
Q346715,Q216870,performer,performer
Q169453,Q187844,performer,performer
Q633633,Q1475196,performer,performer
Q4986519,Q224650,performer,performer
Q1452136,Q36153,performer,performer
Q18469914,Q173637,performer,performer
Q6200450,Q214039,performer,performer
Q2546767,Q218837,performer,performer
Q5282249,Q3522652,performer,performer
Q3740219,Q2091617,performer,performer
Q1476874,Q368354,performer,performer
Q721142,Q82222,performer,performer
Q6424207,Q4768631,performer,performer
Q21780596,Q233736,performer,performer
Q1072373,Q202741,performer,performer
Q2565760,Q1070944,performer,NA
Q7623648,Q291286,performer,performer
Q4854247,Q281253,performer,performer
Q5846,Q228891,performer,performer
Q5979356,Q1282956,performer,performer
Q847162,Q207177,performer,NA
Q16994517,Q164624,performer,performer
Q3567112,Q1152307,performer,performer
Q5151088,Q1049555,performer,performer
Q1188851,Q636,performer,performer
Q18109825,Q13580495,performer,performer
Q5215981,Q962811,performer,NA
Q6098229,Q600344,performer,NA
Q3989582,Q1675003,performer,NA
Q10726346,Q1433169,performer,performer
Q3066493,Q311244,performer,NA
Q16742580,Q34584,performer,performer
Q4778185,Q464749,performer,performer
Q7640946,Q3773650,performer,performer
Q72680,Q11036,performer,NA
Q1754505,Q633,performer,performer
Q24807568,Q724485,performer,NA
Q1947447,Q458213,performer,performer
Q5990484,Q617822,performer,composer
Q6489217,Q465897,performer,performer
Q5142418,Q2003140,performer,performer
Q1573114,Q916688,performer,performer
Q7801654,Q3943163,performer,performer
Q633074,Q43510,performer,performer
Q5135651,Q452011,performer,performer
Q3977081,Q1025255,performer,performer
Q4999937,Q58381,performer,performer
Q5977651,Q454082,performer,performer
Q520143,Q170599,performer,performer
Q1073278,Q201994,performer,NA
Q753601,Q42455,performer,performer
Q5465673,Q1353426,performer,performer
Q3053465,Q53939,performer,performer
Q7677744,Q178134,performer,performer
Q3603297,Q1117390,performer,performer
Q23938101,Q1853395,performer,part of
Q4829179,Q1321005,performer,performer
Q1841525,Q105825,performer,performer
Q2184058,Q1671633,performer,NA
Q2468250,Q282531,performer,performer
Q1825530,Q1679765,performer,performer
Q7564559,Q1955333,performer,performer
Q4983038,Q392,performer,performer
Q1004222,Q3181785,performer,performer
Q3565748,Q1431839,performer,performer
Q5565661,Q1074038,performer,performer
Q550158,Q156783,performer,performer
Q7729046,Q7542135,performer,performer
Q1935122,Q265222,performer,performer
Q6139420,Q3242775,performer,performer
Q18605964,Q12309788,performer,performer
Q6058225,Q310539,performer,performer
Q2273964,Q15615,performer,performer
Q1577640,Q36844,performer,performer
Q520822,Q1503015,performer,performer
Q130716,Q678410,performer,performer
Q2455351,Q11895,performer,performer
Q3113025,Q230329,performer,performer
Q7190880,Q691006,performer,performer
Q1104987,Q314914,performer,performer
Q580496,Q268160,performer,performer
Q2908403,Q237446,performer,performer
Q7569954,Q7727426,performer,performer
Q5111514,Q130853,performer,composer
Q3053852,Q311450,performer,performer
Q4051381,Q912678,performer,performer
Q7532044,Q11350174,performer,performer
Q30598918,Q28561969,performer,performer
Q4896966,Q837141,performer,performer
Q19961525,Q4643925,performer,performer
Q6048781,Q487882,performer,performer
Q1773651,Q281253,performer,performer
Q971322,Q213388,performer,performer
Q7370812,Q7155121,performer,NA
Q24278799,Q7753092,performer,performer
Q1951148,Q272517,performer,NA
Q2282684,Q2306,performer,performer
Q1379813,Q272260,performer,performer
Q4877788,Q2872160,performer,performer
Q17059278,Q703787,performer,NA
Q7316143,Q7602197,performer,NA
Q17023230,Q2391493,performer,performer
Q4356686,Q519441,performer,performer
Q6726758,Q1930302,performer,performer
Q23013,Q50971,performer,performer
Q2054976,Q265252,performer,performer
Q6976866,Q183048,performer,NA
Q5505485,Q1478518,performer,performer
Q4861983,Q354033,performer,performer
Q2034824,Q169145,performer,performer
Q16948591,Q927112,performer,performer
Q929637,Q1299,performer,performer
Q1138343,Q486825,performer,performer
Q15579637,Q1044714,performer,performer
Q13575026,Q1165900,performer,performer
Q1044727,Q651231,performer,performer
Q7310851,Q4037050,performer,performer
Q2759034,Q908933,performer,performer
Q3519903,Q765243,performer,performer
Q7756965,Q1393453,performer,performer
Q2373043,Q47871,performer,performer
Q7167968,Q5101083,performer,performer
Q3790224,Q482907,performer,NA
Q1004299,Q714,performer,performer
Q7532713,Q1888514,performer,performer
Q3531658,Q1140997,performer,NA
Q3858374,Q485039,performer,NA
Q6945570,Q209586,performer,performer
Q5636918,Q561205,performer,NA
Q3149736,Q3566783,performer,performer
Q636685,Q2121951,performer,performer
Q1286779,Q206364,performer,performer
Q4669537,Q184697,performer,performer
Q18152772,Q16223171,performer,performer
Q1256246,Q1438730,performer,performer
Q3486024,Q15862,performer,performer
Q280315,Q1276681,performer,performer
Q18164705,Q1618844,performer,performer
Q908374,Q6096,performer,performer
Q7846472,Q2329709,performer,NA
Q1634961,Q318374,performer,performer
Q328993,Q382890,performer,performer
Q2732514,Q246352,performer,performer
Q17063156,Q7092721,performer,performer
Q7290003,Q52440,performer,performer
Q5511295,Q3481627,performer,performer
Q2553798,Q318165,performer,performer
Q904002,Q464241,performer,NA
Q605342,Q11036,performer,performer
Q2304029,Q714,performer,performer
Q4783456,Q2147307,performer,NA
Q7228441,Q354519,performer,NA
Q19895162,Q1144846,performer,performer
Q3059397,Q1132821,participant of,participant of
Q3620427,Q8558,participant of,participant of
Q183274,Q8403,participant of,participant of
Q27058374,Q8531,participant of,participant of
Q26235186,Q11894270,participant of,participant of
Q1416817,Q207538,participant of,participant of
Q280884,Q213942,participant of,participant of
Q19451,Q4562419,participant of,participant of
Q5546789,Q8407,participant of,participant of
Q6394755,Q8438,participant of,NA
Q79641,Q9651,participant of,participant of
Q2387370,Q9591,participant of,participant of
Q648270,Q166121,participant of,participant of
Q6419993,Q8444,participant of,participant of
Q441244,Q8456,participant of,participant of
Q16079046,Q8150,participant of,participant of
Q1952647,Q495366,participant of,participant of
Q5072739,Q8531,participant of,participant of
Q515441,Q8420,participant of,participant of
Q3720656,Q10162,participant of,participant of
Q3720656,Q10162,participant of,participant of
Q324589,Q15257784,participant of,participant of
Q2421538,Q8111,participant of,participant of
Q3440502,Q8138,participant of,participant of
Q258077,Q8132,participant of,participant of
Q129007,Q8143,participant of,participant of
Q47050,Q101730,participant of,follows
Q560680,Q176653,participant of,participant of
Q235774,Q8450,participant of,participant of
Q661527,Q210578,participant of,participant of
Q240846,Q15054994,participant of,participant of
Q976996,Q8567,participant of,participant of
Q3166,Q187579,participant of,participant of
Q131378,Q15094037,participant of,participant of
Q131378,Q13416183,participant of,participant of
Q117754,Q8558,participant of,participant of
Q1810898,Q8128,participant of,participant of
Q20205201,Q20088679,participant of,participant of
Q483856,Q47735,participant of,participant of
Q685658,Q9646,participant of,participant of
Q1173622,Q9678,participant of,participant of
Q3428654,Q8407,participant of,participant of
Q233613,Q10155,participant of,participant of
Q4974124,Q8577,participant of,participant of
Q295376,Q2557863,participant of,participant of
Q295376,Q15293318,participant of,participant of
Q2260756,Q329679,participant of,participant of
Q60970,Q10150,participant of,participant of
Q5125145,Q9674,participant of,participant of
Q468183,Q8577,participant of,participant of
Q3938242,Q8488,participant of,participant of
Q462359,Q208524,participant of,participant of
Q16090758,Q8429,participant of,participant of
Q2115126,Q10161,participant of,participant of
Q17484520,Q8429,participant of,participant of
Q3773448,Q8558,participant of,participant of
Q5541328,Q8470,participant of,participant of
Q5111972,Q8488,participant of,participant of
Q5101527,Q8544,participant of,NA
Q20030057,Q8403,participant of,participant of
Q897996,Q3925468,participant of,NA
Q166012,Q209678,participant of,NA
Q1763831,Q8531,participant of,participant of
Q180326,Q241864,participant of,participant of
Q237570,Q211487,participant of,participant of
Q83459,Q160813,participant of,participant of
Q83459,Q134202,participant of,participant of
Q83459,Q585295,participant of,participant of
Q83459,Q754483,participant of,participant of
Q239665,Q8577,participant of,NA
Q6787165,Q8118,participant of,NA
Q631678,Q9636,participant of,participant of
Q891371,Q132377,participant of,participant of
Q16222465,Q8558,participant of,participant of
Q446171,Q9657,participant of,participant of
Q740601,Q9660,participant of,participant of
